FID,FID_1,NAME,PERMIT_NO,ADDRESS,CITY,ZIP_CODE,PHONE,CONTACT,PUMPS,CNG_DEV,SRA,X,Y
762,301,COUNTY OF SAN DIEGO PUBLIC WKS/PALOMAR,10345,20745 STATE PARK RD,PALOMAR,92060.000000000000000,,,2,0,60.000000000000000,-116.883486328999990,33.318501524299997
763,738,COUNTY OF SAN DIEGO/JULIAN RD STATION,10349,1524 SR-78,JULIAN,92036.000000000000000,,,4,0,60.000000000000000,-116.592215616000000,33.077368510699998
764,741,COUNTY OF SAN DIEGO/SAN FELIPE RD STATI,10351,25704 SAN FELIPE RD,WARNER SPRING,92086.000000000000000,,,2,0,60.000000000000000,-116.560164016000000,33.164728550800000
765,765,RAMCO PETROLEUM,15349,30351 SR-78,SANTA YSABEL,92070.000000000000000,760,,16,0,60.000000000000000,-116.673027089000000,33.109315170700000
766,775,SUNSHINE SUMMIT INC,13380,35230 SR-79,WARNER SPRING,92086.000000000000000,,,8,0,60.000000000000000,-116.740248109000010,33.352254585200001
767,783,WARNER SPRINGS RANCH/ATTN:ERYN SISK,2361,31652 SR-79,WARNER SPRING,92086.000000000000000,760-782-4225,,2,0,60.000000000000000,-116.635180069000000,33.283568905999999
768,308,COUNTY OF SAN DIEGO/MT.LAGUNA RD STATI,10041,33947 MTLAGUNA DR,MT.LAGUNA,91948.000000000000000,,,2,0,61.000000000000000,-116.418213159000000,32.862180012899998
769,696,COUNTY OF SAN DIEGO/DESCANSO FLEET GARA,10341,24592 VIEJAS GRADE RD,DESCANSO,91916.000000000000000,,,2,0,61.000000000000000,-116.619462669000000,32.853580127299999
770,700,PERKINS STORE,3217,24680 VIEJAS GRADE RD,DESCANSO,91916.000000000000000,,,16,0,61.000000000000000,-116.616796403000000,32.853173434299997
771,701,PINE VALLEY STORE,5022,28820 SR-80,PINE VALLEY,91962.000000000000000,619-473-8723,,12,0,61.000000000000000,-116.530394623000010,32.822711579100002
772,756,LAKE CUYAMACA RECREATION & PARK DISTRIC,7879,15027 SR-79,JULIAN,92036.000000000000000,760-765-0515,,1,0,61.000000000000000,-116.585028295000000,32.988002294499999
773,304,COUNTY OF SAN DIEGO/CAMPO RD STATION,10332,970 FOREST GATE RD,CAMPO,91906.000000000000000,,,4,0,62.000000000000000,-116.473103013000000,32.609587593999997
774,408,LAKE MORENA COUNTRY MARKET,13934,29801 OAK DR,CAMPO,91906.000000000000000,619-478-9067,,12,0,62.000000000000000,-116.505151352000000,32.679237435200001
775,438,RAMCO PETROLEUM #3,15584,447 TECATE RD,TECATE,91980.000000000000000,619 478-9343,,30,0,62.000000000000000,-116.628075763000000,32.578797938299999
776,503,SHELL-WRIGHT FUEL STOP/SHELL,12226,1494 CARRIZO GORGE RD,JACUMBA,91934.000000000000000,619 766 4448,,26,0,62.000000000000000,-116.166324512000000,32.634601582700000
777,698,MTN TOP MARKET,15945,39710 SR-80,BLVD,91905.000000000000000,619-766-4530,,4,0,62.000000000000000,-116.294120948000000,32.669059523300000
778,704,VALERO - WILD BILL'S OUTPOST VALERO,15634,1451 CARRIZO GORGE RD,JACUMBA,91934.000000000000000,619 766-4455,,26,0,62.000000000000000,-116.164280061000000,32.632719470600001
779,731,CAMERON CORNERS CONVENIENCE STORE,16160,31484 SR-94,CAMPO,91906.000000000000000,,,14,0,62.000000000000000,-116.472139733000010,32.628833086400000
780,758,LIVE OAK SPRINGS MARKET,10677,37820 SR-80,BLVD,91905.000000000000000,619 766-3387,,8,0,62.000000000000000,-116.338091352000010,32.689771789300003
781,227,BOTTLE SHOPPE,3865,590 PALM CANYON DR,BORREGO SPRIN,92004.000000000000000,767-5513,,8,0,63.000000000000000,-116.380036653999990,33.257554108400001
782,303,COUNTY OF SAN DIEGO/BORREGO RD STATION,10350,1550 RANGO WY,BORREGO SPRIN,92004.000000000000000,,,4,0,63.000000000000000,-116.353147205000000,33.222795398000002
783,571,VILLAGE FOOD & FUEL,16065,755 PALM CANYON DR,BORREGO SPRIN,92004.000000000000000,760 767-0800,,9,0,63.000000000000000,-116.372746418000010,33.256153701499997
784,577,XL CO.,3899,525 PALM CANYON DR,BORREGO SPRIN,92004.000000000000000,760-767-5587,,26,0,63.000000000000000,-116.383390766999990,33.256137550200002
